city,latitude,longitude,date,weather_code,temperature_max,temperature_min,precipitation_sum,precipitation_probability,wind_speed_max,wind_gusts_max,temperature_category,precipitation_category,wind_category,risk_score,risk_level
Temara,33.9234,-6.9076,2026-09-18,45,25.5,15.6,0.0,0,13.7,36.7,Normal,No Rain,Moderate,11.4,Very Low
Laâyoune,27.15,-13.2,2026-09-18,51,28.8,19.8,0.1,0,30.1,58.3,Normal,Light,Strong,22.2,Low
El Jadid,33.2566,-8.5025,2026-09-18,2,24.1,19.3,0.0,0,17.8,32.0,Normal,No Rain,Moderate,6.4,Very Low
Ait Melloul,30.3342,-9.4972,2026-09-18,2,26.4,19.3,0.0,0,16.8,33.8,Normal,No Rain,Moderate,6.4,Very Low
Béni Mellal,32.3394,-6.3608,2026-09-18,3,31.4,18.6,0.0,0,8.3,26.3,Hot,No Rain,Low,5.5,Very Low
Bouskoura,33.4489,-7.6486,2026-09-18,3,26.5,17.1,0.0,0,14.8,37.1,Normal,No Rain,Moderate,6.4,Very Low
Tiznit,29.7,-9.7269,2026-09-18,2,25.5,18.8,0.0,0,18.2,32.0,Normal,No Rain,Moderate,6.4,Very Low
Mohammedia,33.6833,-7.3833,2026-09-18,3,24.6,17.1,0.0,0,13.7,34.2,Normal,No Rain,Moderate,6.4,Very Low
Kouribga,32.88,-6.9,2026-09-18,3,29.6,15.0,0.0,0,17.2,33.5,Normal,No Rain,Moderate,6.4,Very Low
Settat,33.0023,-7.6198,2026-09-18,3,29.3,15.9,0.0,0,17.3,36.7,Normal,No Rain,Moderate,6.4,Very Low
Barrechid,33.27,-7.5872,2026-09-18,3,28.9,15.8,0.0,0,17.7,32.4,Normal,No Rain,Moderate,6.4,Very Low
Ad Dakhla,23.7167,-15.95,2026-09-18,0,21.5,20.7,0.0,0,35.9,44.6,Normal,No Rain,Strong,9.0,Very Low
Nador,35.1667,-2.9333,2026-09-18,80,25.1,21.8,2.5,3,17.1,36.7,Normal,Light,Moderate,22.615,Low
Taza,34.2144,-4.0088,2026-09-18,3,29.2,17.4,0.0,0,19.5,40.3,Normal,No Rain,Moderate,6.4,Very Low
Inezgane,30.3658,-9.5381,2026-09-18,2,25.1,19.0,0.0,0,11.7,33.8,Normal,No Rain,Moderate,6.4,Very Low
Larache,35.1833,-6.15,2026-09-18,45,27.7,14.4,0.0,0,15.6,29.2,Normal,No Rain,Moderate,9.0,Very Low
Al Khmissat,33.81,-6.06,2026-09-18,3,29.9,15.4,0.0,0,16.9,36.4,Normal,No Rain,Moderate,6.4,Very Low
Guelmim,28.9833,-10.0667,2026-09-18,1,28.0,17.2,0.0,0,23.7,41.4,Normal,No Rain,Moderate,10.0,Very Low
Ksar El Kebir,35.0,-5.9,2026-09-18,45,30.6,15.7,0.0,0,16.3,32.4,Hot,No Rain,Moderate,15.9,Very Low
Khénifra,32.93,-5.66,2026-09-18,3,31.9,14.8,0.0,0,17.8,32.8,Hot,No Rain,Moderate,10.9,Very Low
Skhirate,33.85,-7.03,2026-09-18,2,24.2,16.1,0.0,0,15.4,34.6,Normal,No Rain,Moderate,6.4,Very Low
Beni Yakhlef,33.6555,-7.3221,2026-09-18,3,25.9,15.5,0.0,0,18.0,34.2,Normal,No Rain,Moderate,6.4,Very Low
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-18,3,27.4,14.9,0.0,0,17.9,37.8,Normal,No Rain,Moderate,9.4,Very Low
Ben Guerir,32.23,-7.95,2026-09-18,3,30.2,16.2,0.0,0,13.0,27.4,Hot,No Rain,Moderate,5.5,Very Low
Ait Ali,30.1739,-9.4881,2026-09-18,2,26.5,19.0,0.0,0,21.5,34.9,Normal,No Rain,Moderate,10.0,Very Low
My Drarga,30.3805,-9.4763,2026-09-18,2,26.3,18.9,0.0,0,14.9,33.1,Normal,No Rain,Moderate,6.4,Very Low
Lqoliaa,30.2942,-9.4544,2026-09-18,2,27.2,18.9,0.0,0,17.6,38.9,Normal,No Rain,Moderate,6.4,Very Low
El Kelaa des Srarhna,32.05,-7.4,2026-09-18,3,31.4,17.7,0.0,0,12.2,21.6,Hot,No Rain,Low,5.5,Very Low
Moulay Abdallah,33.1978,-8.5883,2026-09-18,2,25.1,19.4,0.0,0,19.6,30.6,Normal,No Rain,Moderate,6.4,Very Low
Tiflet,33.9,-6.33,2026-09-18,3,29.4,15.5,0.0,0,16.7,34.9,Normal,No Rain,Moderate,6.4,Very Low
Oulad Teïma,30.4,-9.21,2026-09-18,2,29.6,18.3,0.0,0,20.7,38.5,Normal,No Rain,Moderate,10.0,Very Low
Berkane,34.9167,-2.3167,2026-09-18,45,26.5,18.4,0.0,3,19.0,38.2,Normal,No Rain,Moderate,11.715,Very Low
Ain El Aouda,33.8111,-6.7922,2026-09-18,3,27.4,14.9,0.0,0,16.8,34.6,Normal,No Rain,Moderate,9.4,Very Low
Errachidia,31.9319,-4.4244,2026-09-18,3,30.9,18.7,0.3,30,16.3,33.1,Hot,Light,Moderate,14.05,Very Low
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-18,3,33.9,16.4,0.0,0,10.2,19.1,Hot,No Rain,Low,5.5,Very Low
Ad Darwa,33.4167,-7.5333,2026-09-18,3,27.0,16.7,0.0,0,16.2,32.8,Normal,No Rain,Moderate,6.4,Very Low
Martil,35.61,-5.27,2026-09-18,3,24.7,19.1,0.3,3,19.5,42.8,Normal,Light,Moderate,6.715,Very Low
Sidi Slimane,34.26,-5.93,2026-09-18,45,32.2,16.3,0.0,0,16.8,35.3,Hot,No Rain,Moderate,15.9,Very Low
Oued Zem,32.8619,-6.5711,2026-09-18,3,31.1,15.3,0.0,0,17.3,37.4,Hot,No Rain,Moderate,10.9,Very Low
Sefrou,33.83,-4.83,2026-09-18,3,28.2,16.4,0.0,0,14.8,34.2,Normal,No Rain,Moderate,6.4,Very Low
Taroudannt,30.4711,-8.8778,2026-09-18,2,30.5,18.2,0.0,0,18.4,38.2,Hot,No Rain,Moderate,10.9,Very Low
Essaouira,31.513,-9.7687,2026-09-18,0,23.7,18.7,0.0,0,26.8,50.0,Normal,No Rain,Moderate,16.2,Very Low
Azrou,33.4344,-5.2213,2026-09-18,3,26.4,13.5,0.0,0,16.3,34.9,Normal,No Rain,Moderate,9.4,Very Low
Guercif,34.23,-3.36,2026-09-18,3,30.3,18.3,0.0,0,28.8,55.1,Hot,No Rain,Strong,21.7,Low
Warzat,30.9167,-6.9167000000000005,2026-09-18,3,31.4,16.6,0.0,3,12.3,22.0,Hot,No Rain,Low,5.815,Very Low
Fnidq,35.8414,-5.3587,2026-09-18,80,24.3,19.0,0.5,3,18.5,36.0,Normal,Light,Moderate,17.715,Very Low
Tan-Tan,28.4333,-11.1,2026-09-18,1,25.8,19.7,0.0,0,27.2,49.7,Normal,No Rain,Moderate,10.0,Very Low
Sidi Qacem,34.21,-5.7,2026-09-18,3,32.1,17.1,0.0,0,13.7,30.6,Hot,No Rain,Moderate,10.9,Very Low
M’diq,35.68,-5.32,2026-09-18,3,24.6,19.0,0.3,0,19.5,42.8,Normal,Light,Moderate,6.4,Very Low
Youssoufia,32.25,-8.53,2026-09-18,1,30.0,16.5,0.0,0,15.9,33.1,Normal,No Rain,Moderate,10.9,Very Low
Midalt,32.68,-4.74,2026-09-18,3,27.4,12.9,0.0,8,23.8,40.3,Normal,No Rain,Moderate,13.84,Very Low
Aïn Harrouda,33.6372,-7.4483,2026-09-18,3,25.3,17.1,0.0,0,13.4,36.0,Normal,No Rain,Moderate,6.4,Very Low
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-18,3,33.7,17.7,0.0,0,11.5,19.8,Hot,No Rain,Low,5.5,Very Low
Mehdya,34.2557,-6.6745,2026-09-18,45,26.1,15.6,0.0,0,15.5,35.3,Normal,No Rain,Moderate,11.4,Very Low
Ouezzane,34.8,-5.6,2026-09-18,3,30.6,14.1,0.0,0,14.5,29.2,Hot,No Rain,Moderate,5.5,Very Low
Semara,26.7394,-11.6703,2026-09-18,3,30.8,19.8,0.0,0,25.1,44.6,Hot,No Rain,Moderate,14.5,Very Low
Ait Ourir,31.5644,-7.6628,2026-09-18,3,30.1,16.6,0.0,0,8.9,19.1,Hot,No Rain,Low,5.5,Very Low
Oulad Tayeb,33.9598,-4.9954,2026-09-18,3,31.2,17.3,0.0,0,13.4,26.6,Hot,No Rain,Low,5.5,Very Low
Tit Mellil,33.5533,-7.4822,2026-09-18,3,25.1,17.4,0.0,0,13.7,37.1,Normal,No Rain,Moderate,6.4,Very Low
Sidi Bennour,32.655,-8.4292,2026-09-18,45,29.2,16.1,0.0,0,18.9,33.1,Normal,No Rain,Moderate,11.4,Very Low
Temsia,30.3633,-9.4144,2026-09-18,2,27.4,19.0,0.0,0,17.9,38.9,Normal,No Rain,Moderate,6.4,Very Low
Biougra,30.2144,-9.3708,2026-09-18,1,27.9,19.1,0.0,0,23.5,38.9,Normal,No Rain,Moderate,10.0,Very Low
Al Hoceïma,35.2472,-3.9322,2026-09-18,3,26.8,18.9,0.0,0,21.5,38.5,Normal,No Rain,Moderate,10.0,Very Low
Qasbat Tadla,32.6,-6.26,2026-09-18,3,33.6,17.0,0.0,0,12.3,24.1,Hot,No Rain,Low,5.5,Very Low
Aziylal,31.96,-6.5600000000000005,2026-09-18,3,26.4,16.0,0.0,3,15.7,33.5,Normal,No Rain,Moderate,6.715,Very Low
Boujad,32.7741,-6.3925,2026-09-18,3,32.2,16.3,0.0,0,17.8,34.9,Hot,No Rain,Moderate,10.9,Very Low
Al Aaroui,35.0104,-3.0073,2026-09-18,3,26.4,18.4,0.0,0,25.5,43.9,Normal,No Rain,Moderate,10.0,Very Low
Mrirt,33.1654,-5.5634,2026-09-18,3,30.2,14.5,0.0,0,18.4,37.4,Hot,No Rain,Moderate,10.9,Very Low
Tineghir,31.5147,-5.5328,2026-09-18,3,30.1,18.1,0.0,43,18.3,42.8,Hot,No Rain,Moderate,15.415,Very Low
Bouknadel,34.1766,-6.6893,2026-09-18,45,25.0,16.6,0.0,0,17.0,30.2,Normal,No Rain,Moderate,11.4,Very Low
Cabo Bojador,26.1269,-14.4992,2026-09-18,3,25.2,20.1,0.0,0,26.1,49.0,Normal,No Rain,Moderate,10.0,Very Low
Zagora,30.3316,-5.8376,2026-09-18,3,34.6,25.0,0.1,10,23.4,38.2,Hot,Light,Moderate,15.55,Very Low
Azemmour,33.2833,-8.3333,2026-09-18,2,25.1,17.8,0.0,0,17.2,31.3,Normal,No Rain,Moderate,6.4,Very Low
El Hajeb,33.6928,-5.3711,2026-09-18,3,27.7,14.9,0.0,0,16.7,35.3,Normal,No Rain,Moderate,9.4,Very Low
Jerada,34.31,-2.16,2026-09-18,3,27.7,15.3,0.0,3,21.6,52.9,Normal,No Rain,Moderate,17.515,Very Low
El Aïoun,34.5726,-2.5127,2026-09-18,45,29.4,15.7,0.0,0,21.8,37.8,Normal,No Rain,Moderate,15.0,Very Low
Tameslouht,31.5,-8.1,2026-09-18,2,31.1,17.4,0.0,0,9.4,18.4,Hot,No Rain,Low,5.5,Very Low
Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-18,45,29.3,15.4,0.0,0,17.9,33.1,Normal,No Rain,Moderate,11.4,Very Low
Chichaoua,31.5333,-8.7667,2026-09-18,2,31.0,17.4,0.0,0,13.8,22.7,Hot,No Rain,Low,5.5,Very Low
Al ’Attawia,31.83,-7.31,2026-09-18,3,30.0,16.6,0.0,0,11.9,22.0,Normal,No Rain,Low,5.5,Very Low
Tabount,30.9014,-6.9217,2026-09-18,3,31.2,17.4,0.0,3,10.9,19.4,Hot,No Rain,Low,5.815,Very Low
Zaïo,34.9396,-2.7334,2026-09-18,45,28.1,19.0,0.0,0,17.9,38.2,Normal,No Rain,Moderate,11.4,Very Low
Aguelmous,33.1324,-5.8366,2026-09-18,3,29.8,14.1,0.0,0,17.9,41.4,Normal,No Rain,Moderate,9.4,Very Low
Asilah,35.4667,-6.0333,2026-09-18,2,28.7,16.3,0.0,0,26.9,47.9,Normal,No Rain,Moderate,10.0,Very Low
Imzouren,35.1464,-3.8506,2026-09-18,3,27.5,18.4,0.0,0,18.6,33.8,Normal,No Rain,Moderate,6.4,Very Low
Mediouna,33.4556,-7.5208,2026-09-18,3,27.3,16.4,0.0,0,17.3,32.0,Normal,No Rain,Moderate,6.4,Very Low
Demnat,31.7311,-7.0361,2026-09-18,3,27.7,14.3,0.0,0,11.6,24.1,Normal,No Rain,Low,4.0,Very Low
Aïn Taoujdat,33.9333,-5.2167,2026-09-18,3,30.5,16.4,0.0,0,15.1,29.9,Hot,No Rain,Moderate,5.5,Very Low
Sidi Smai’il,32.8167,-8.5,2026-09-18,45,28.0,17.3,0.0,0,17.4,30.6,Normal,No Rain,Moderate,11.4,Very Low
Moulay Bousselham,34.8786,-6.2933,2026-09-18,45,24.8,14.7,0.0,0,18.8,31.3,Normal,No Rain,Moderate,14.4,Very Low
Mechraa Bel Ksiri,34.56,-5.95,2026-09-18,45,31.6,14.7,0.0,0,18.1,33.5,Hot,No Rain,Moderate,15.9,Very Low
Souk et Tnine Jorf el Mellah,34.4945,-5.5047,2026-09-18,45,32.6,15.6,0.0,0,10.2,19.4,Hot,No Rain,Low,10.5,Very Low
Zeghanghane,35.1575,-3.0017,2026-09-18,3,26.1,19.2,0.0,3,22.1,40.7,Normal,No Rain,Moderate,10.315,Very Low
Oulad Barhil,30.6408,-8.475,2026-09-18,3,30.4,17.8,0.0,0,24.8,46.1,Hot,No Rain,Moderate,14.5,Very Low
Bir Jdid,33.3737,-8.0002,2026-09-18,3,25.0,17.5,0.0,0,17.0,32.8,Normal,No Rain,Moderate,6.4,Very Low
Bou Arfa,32.531,-1.9631,2026-09-18,3,29.8,17.9,0.0,20,20.1,32.8,Normal,No Rain,Moderate,12.1,Very Low
Tahannawt,31.3514,-7.9508,2026-09-18,2,27.6,14.5,0.0,0,12.5,24.8,Normal,No Rain,Low,4.0,Very Low
Arfoud,31.4361,-4.2328,2026-09-18,3,32.9,19.4,0.0,10,18.9,30.2,Hot,No Rain,Moderate,11.95,Very Low
Tahla,34.05,-4.42,2026-09-18,3,30.8,15.8,0.0,0,18.1,34.9,Hot,No Rain,Moderate,10.9,Very Low
Missour,33.05,-3.9908,2026-09-18,3,30.4,15.3,0.0,13,27.0,42.1,Hot,No Rain,Moderate,15.865,Very Low
Sidi Lmokhtar,31.57,-9.01,2026-09-18,1,30.4,16.7,0.0,0,17.9,30.6,Hot,No Rain,Moderate,10.9,Very Low
Douar Toulal,33.8951,-5.6021,2026-09-18,3,30.1,15.8,0.0,0,15.5,35.6,Hot,No Rain,Moderate,10.9,Very Low
Oulad Yaïch,32.4167,-6.3333,2026-09-18,3,33.5,18.2,0.0,0,6.7,13.3,Hot,No Rain,Low,5.5,Very Low
Zawyat ech Cheïkh,32.6541,-5.9214,2026-09-18,3,31.8,14.9,0.0,0,9.0,18.0,Hot,No Rain,Low,5.5,Very Low
Imi-n-Tanout,31.177,-8.8504,2026-09-18,2,27.0,16.0,0.0,0,16.8,29.2,Normal,No Rain,Moderate,1.0,Very Low
Sebt Gzoula,32.1219,-9.0889,2026-09-18,1,29.2,17.6,0.0,0,15.9,31.7,Normal,No Rain,Moderate,6.4,Very Low
Tifariti,26.158,-10.567,2026-09-18,3,30.7,16.6,0.0,0,35.0,53.6,Hot,No Rain,Strong,21.7,Low
Béni Mellal,32.3394,-6.3608,2026-09-19,2,34.8,22.9,0.0,5,17.5,38.5,Hot,No Rain,Moderate,11.425,Very Low
Béni Mellal,32.3394,-6.3608,2026-09-20,3,36.1,24.4,0.0,8,20.2,49.3,Extreme Heat,No Rain,Moderate,21.34,Low
Béni Mellal,32.3394,-6.3608,2026-09-21,3,34.6,24.0,0.0,0,15.0,40.7,Hot,No Rain,Moderate,10.9,Very Low
Béni Mellal,32.3394,-6.3608,2026-09-22,1,34.4,23.7,0.0,0,17.0,34.9,Hot,No Rain,Moderate,10.9,Very Low
Béni Mellal,32.3394,-6.3608,2026-09-23,0,34.9,22.4,0.0,0,15.4,32.8,Hot,No Rain,Moderate,9.9,Very Low
Béni Mellal,32.3394,-6.3608,2026-09-24,1,36.0,26.2,0.0,3,17.4,32.8,Extreme Heat,No Rain,Moderate,17.215,Very Low
Béni Mellal,32.3394,-6.3608,2026-09-25,3,33.7,24.1,0.0,7,10.8,25.2,Hot,No Rain,Low,6.235,Very Low
Casablanca,33.5992,-7.62,2026-09-19,45,26.5,18.9,0.0,0,11.9,32.8,Normal,No Rain,Moderate,11.4,Very Low
Casablanca,33.5992,-7.62,2026-09-20,45,29.4,20.3,0.0,0,10.4,30.6,Normal,No Rain,Moderate,11.4,Very Low
Casablanca,33.5992,-7.62,2026-09-21,45,29.0,20.9,0.0,0,10.6,31.7,Normal,No Rain,Moderate,11.4,Very Low
Casablanca,33.5992,-7.62,2026-09-22,45,28.8,20.5,0.0,0,10.4,30.6,Normal,No Rain,Moderate,11.4,Very Low
Casablanca,33.5992,-7.62,2026-09-23,45,28.0,18.9,0.0,0,10.2,29.9,Normal,No Rain,Moderate,6.0,Very Low
Casablanca,33.5992,-7.62,2026-09-24,45,29.4,17.9,0.0,0,11.3,30.2,Normal,No Rain,Moderate,11.4,Very Low
Casablanca,33.5992,-7.62,2026-09-25,45,26.5,20.0,0.0,0,12.0,33.1,Normal,No Rain,Moderate,11.4,Very Low
Tangier,35.7767,-5.8039000000000005,2026-09-19,2,27.6,22.9,0.0,0,32.1,75.6,Normal,No Rain,Strong,22.6,Low
Tangier,35.7767,-5.8039000000000005,2026-09-20,2,28.5,23.9,0.0,0,29.9,72.0,Normal,No Rain,Strong,22.6,Low
Tangier,35.7767,-5.8039000000000005,2026-09-21,1,28.8,22.8,0.0,0,27.9,65.9,Normal,No Rain,Strong,17.2,Very Low
Tangier,35.7767,-5.8039000000000005,2026-09-22,1,28.2,21.4,0.0,0,24.3,58.0,Normal,No Rain,Strong,17.2,Very Low
Tangier,35.7767,-5.8039000000000005,2026-09-23,1,28.8,20.9,0.0,0,22.1,51.8,Normal,No Rain,Moderate,17.2,Very Low
Tangier,35.7767,-5.8039000000000005,2026-09-24,1,28.0,22.5,0.0,0,24.9,45.7,Normal,No Rain,Moderate,10.0,Very Low
Tangier,35.7767,-5.8039000000000005,2026-09-25,45,24.8,18.3,0.0,0,10.1,20.9,Normal,No Rain,Low,6.0,Very Low
Fès,34.0433,-5.0033,2026-09-19,2,33.7,21.2,0.0,5,17.5,44.6,Hot,No Rain,Moderate,11.425,Very Low
Fès,34.0433,-5.0033,2026-09-20,2,35.2,21.9,0.0,0,14.5,38.5,Extreme Heat,No Rain,Moderate,16.9,Very Low
Fès,34.0433,-5.0033,2026-09-21,1,34.2,21.9,0.0,0,12.7,33.8,Hot,No Rain,Moderate,10.9,Very Low
Fès,34.0433,-5.0033,2026-09-22,0,33.2,20.5,0.0,0,12.0,32.0,Hot,No Rain,Moderate,9.9,Very Low
Fès,34.0433,-5.0033,2026-09-23,0,34.8,18.9,0.0,0,8.4,22.7,Hot,No Rain,Low,4.5,Very Low
Fès,34.0433,-5.0033,2026-09-24,2,36.0,20.3,0.0,0,13.7,33.5,Extreme Heat,No Rain,Moderate,16.9,Very Low
Fès,34.0433,-5.0033,2026-09-25,3,33.5,20.0,0.0,0,16.3,40.3,Hot,No Rain,Moderate,10.9,Very Low
Marrakech,31.6295,-7.9811,2026-09-19,3,36.8,20.3,0.2,23,9.6,28.8,Extreme Heat,Light,Low,13.915,Very Low
Marrakech,31.6295,-7.9811,2026-09-20,3,37.2,22.4,0.1,48,12.5,43.6,Extreme Heat,Light,Moderate,21.94,Low
Marrakech,31.6295,-7.9811,2026-09-21,3,37.4,22.7,0.0,3,14.7,40.0,Extreme Heat,No Rain,Moderate,17.215,Very Low
Marrakech,31.6295,-7.9811,2026-09-22,2,36.9,20.5,0.0,1,13.3,36.4,Extreme Heat,No Rain,Moderate,17.005,Very Low
Marrakech,31.6295,-7.9811,2026-09-23,0,36.7,19.0,0.0,0,12.6,34.6,Extreme Heat,No Rain,Moderate,15.9,Very Low
Marrakech,31.6295,-7.9811,2026-09-24,1,37.1,20.7,0.0,0,16.6,28.4,Extreme Heat,No Rain,Moderate,11.5,Very Low
Marrakech,31.6295,-7.9811,2026-09-25,3,34.5,21.7,0.0,3,17.9,30.6,Hot,No Rain,Moderate,11.215,Very Low
Sale,34.05,-6.8167,2026-09-19,2,28.6,17.0,0.0,0,12.1,31.3,Normal,No Rain,Moderate,6.4,Very Low
Sale,34.05,-6.8167,2026-09-20,0,30.9,20.0,0.0,0,11.9,31.3,Hot,No Rain,Moderate,9.9,Very Low
Sale,34.05,-6.8167,2026-09-21,1,30.4,20.7,0.0,0,11.5,31.0,Hot,No Rain,Moderate,10.9,Very Low
Sale,34.05,-6.8167,2026-09-22,0,29.9,20.2,0.0,0,10.8,28.8,Normal,No Rain,Low,0.0,Very Low
Sale,34.05,-6.8167,2026-09-23,0,28.6,18.2,0.0,0,11.4,29.2,Normal,No Rain,Moderate,0.0,Very Low
Sale,34.05,-6.8167,2026-09-24,45,27.4,18.7,0.0,0,10.7,25.6,Normal,No Rain,Low,6.0,Very Low
Sale,34.05,-6.8167,2026-09-25,45,25.7,20.3,0.0,0,11.5,27.7,Normal,No Rain,Low,6.0,Very Low
Meknès,33.8833,-5.55,2026-09-19,2,33.9,18.9,0.0,0,12.0,35.3,Hot,No Rain,Moderate,10.9,Very Low
Meknès,33.8833,-5.55,2026-09-20,1,35.3,20.6,0.0,0,11.7,33.8,Extreme Heat,No Rain,Moderate,16.9,Very Low
Meknès,33.8833,-5.55,2026-09-21,0,34.7,20.2,0.0,0,12.9,32.4,Hot,No Rain,Moderate,9.9,Very Low
Meknès,33.8833,-5.55,2026-09-22,0,33.4,19.6,0.0,0,12.3,31.3,Hot,No Rain,Moderate,9.9,Very Low
Meknès,33.8833,-5.55,2026-09-23,0,34.0,17.2,0.0,0,13.1,33.8,Hot,No Rain,Moderate,9.9,Very Low
Meknès,33.8833,-5.55,2026-09-24,2,34.9,19.0,0.0,0,15.1,35.3,Hot,No Rain,Moderate,10.9,Very Low
Meknès,33.8833,-5.55,2026-09-25,3,32.1,18.8,0.0,3,17.3,39.2,Hot,No Rain,Moderate,11.215,Very Low
Rabat,34.0211,-6.8414,2026-09-19,2,28.7,17.1,0.0,0,12.1,31.3,Normal,No Rain,Moderate,6.4,Very Low
Rabat,34.0211,-6.8414,2026-09-20,0,31.0,20.0,0.0,0,11.9,31.3,Hot,No Rain,Moderate,9.9,Very Low
Rabat,34.0211,-6.8414,2026-09-21,1,30.4,20.8,0.0,0,11.5,31.0,Hot,No Rain,Moderate,10.9,Very Low
Rabat,34.0211,-6.8414,2026-09-22,0,29.9,20.3,0.0,0,10.8,28.8,Normal,No Rain,Low,0.0,Very Low
Rabat,34.0211,-6.8414,2026-09-23,0,28.6,18.2,0.0,0,11.4,29.2,Normal,No Rain,Moderate,0.0,Very Low
Rabat,34.0211,-6.8414,2026-09-24,45,27.5,18.8,0.0,0,10.7,25.6,Normal,No Rain,Low,6.0,Very Low
Rabat,34.0211,-6.8414,2026-09-25,45,25.7,20.4,0.0,0,11.5,27.7,Normal,No Rain,Low,6.0,Very Low
Agadir,30.4214,-9.5831,2026-09-19,2,26.5,21.2,0.0,0,12.6,39.2,Normal,No Rain,Moderate,6.4,Very Low
Agadir,30.4214,-9.5831,2026-09-20,45,27.8,20.6,0.0,0,12.2,36.7,Normal,No Rain,Moderate,11.4,Very Low
Agadir,30.4214,-9.5831,2026-09-21,3,34.8,22.3,0.0,0,9.5,28.4,Hot,No Rain,Low,5.5,Very Low
Agadir,30.4214,-9.5831,2026-09-22,2,33.3,23.2,0.0,0,11.9,37.1,Hot,No Rain,Moderate,10.9,Very Low
Agadir,30.4214,-9.5831,2026-09-23,2,32.9,22.3,0.0,0,10.5,31.7,Hot,No Rain,Moderate,10.9,Very Low
Agadir,30.4214,-9.5831,2026-09-24,3,38.9,22.6,0.0,0,14.2,30.6,Extreme Heat,No Rain,Moderate,16.9,Very Low
Agadir,30.4214,-9.5831,2026-09-25,45,31.0,20.8,0.0,0,14.0,28.1,Hot,No Rain,Moderate,10.5,Very Low
Kenitra,34.25,-6.5833,2026-09-19,1,33.8,17.6,0.0,0,16.0,40.0,Hot,No Rain,Moderate,10.9,Very Low
Kenitra,34.25,-6.5833,2026-09-20,0,36.0,20.0,0.0,0,13.2,37.1,Extreme Heat,No Rain,Moderate,15.9,Very Low
Kenitra,34.25,-6.5833,2026-09-21,1,34.3,20.6,0.0,0,14.0,37.1,Hot,No Rain,Moderate,10.9,Very Low
Kenitra,34.25,-6.5833,2026-09-22,0,33.1,20.5,0.0,0,12.5,34.9,Hot,No Rain,Moderate,9.9,Very Low
Kenitra,34.25,-6.5833,2026-09-23,0,31.3,17.9,0.0,0,12.0,30.6,Hot,No Rain,Moderate,9.9,Very Low
Kenitra,34.25,-6.5833,2026-09-24,45,28.1,17.9,0.0,0,10.9,26.3,Normal,No Rain,Low,6.0,Very Low
Kenitra,34.25,-6.5833,2026-09-25,45,25.9,20.1,0.0,0,10.7,26.3,Normal,No Rain,Low,6.0,Very Low
Oujda-Angad,34.6867,-1.9114,2026-09-19,80,29.1,19.2,0.5,58,15.2,35.3,Normal,Light,Moderate,23.49,Low
Oujda-Angad,34.6867,-1.9114,2026-09-20,80,29.4,19.3,0.3,18,19.1,40.7,Normal,Light,Moderate,19.29,Very Low
Oujda-Angad,34.6867,-1.9114,2026-09-21,45,26.5,18.1,0.2,3,18.2,38.2,Normal,Light,Moderate,11.715,Very Low
Oujda-Angad,34.6867,-1.9114,2026-09-22,45,28.2,14.8,0.0,0,15.3,35.6,Normal,No Rain,Moderate,14.4,Very Low
Oujda-Angad,34.6867,-1.9114,2026-09-23,2,30.1,15.3,0.0,0,18.4,38.9,Hot,No Rain,Moderate,10.9,Very Low
Oujda-Angad,34.6867,-1.9114,2026-09-24,1,34.6,18.2,0.0,0,11.9,34.2,Hot,No Rain,Moderate,10.9,Very Low
Oujda-Angad,34.6867,-1.9114,2026-09-25,3,34.3,21.3,0.0,0,22.8,41.0,Hot,No Rain,Moderate,14.5,Very Low
Tétouan,35.5667,-5.3667,2026-09-19,3,25.9,22.6,0.0,0,31.4,72.0,Normal,No Rain,Strong,22.6,Low
Tétouan,35.5667,-5.3667,2026-09-20,3,26.1,23.3,0.0,0,27.6,64.4,Normal,No Rain,Strong,17.2,Very Low
Tétouan,35.5667,-5.3667,2026-09-21,2,27.3,22.6,0.0,0,27.2,65.2,Normal,No Rain,Strong,17.2,Very Low
Tétouan,35.5667,-5.3667,2026-09-22,2,26.7,21.2,0.0,0,17.7,46.4,Normal,No Rain,Moderate,6.4,Very Low
Tétouan,35.5667,-5.3667,2026-09-23,2,26.5,20.3,0.0,0,17.1,44.6,Normal,No Rain,Moderate,6.4,Very Low
Tétouan,35.5667,-5.3667,2026-09-24,45,27.2,21.0,0.0,0,16.5,40.0,Normal,No Rain,Moderate,11.4,Very Low
Tétouan,35.5667,-5.3667,2026-09-25,45,30.1,19.6,0.0,0,9.4,19.8,Hot,No Rain,Low,10.5,Very Low
Safi,32.2833,-9.2333,2026-09-19,2,27.4,19.0,0.0,0,18.9,35.3,Normal,No Rain,Moderate,6.4,Very Low
Safi,32.2833,-9.2333,2026-09-20,2,24.5,19.8,0.0,0,9.4,18.7,Normal,No Rain,Low,1.0,Very Low
Safi,32.2833,-9.2333,2026-09-21,45,26.8,19.1,0.0,0,8.6,18.4,Normal,No Rain,Low,6.0,Very Low
Safi,32.2833,-9.2333,2026-09-22,45,26.3,18.4,0.0,0,12.0,23.8,Normal,No Rain,Low,6.0,Very Low
